federal_provider_number,provider_name,provider_address,provider_city,provider_state,provider_zip_code,survey_date,survey_type,deficiency_prefix,deficiency_category,deficiency_tag_number,deficiency_description,scope_severity_code,deficiency_corrected,correction_date,inspection_cycle,standard_deficiency,complaint_deficiency,infection_control_inspection_deficiency,location,processing_date
335681,EAST NECK NURSING & REHABILITATION CENTER,134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704,2018-10-29,Health,F,Resident Assessment and Care Planning Deficiencies,0657,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",D,"Deficient, Provider has date of correction",2018-12-27,2,Y,N,N,"134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704",2022-01-01
335681,EAST NECK NURSING & REHABILITATION CENTER,134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704,2018-10-29,Health,F,Quality of Life and Care Deficiencies,0676,Ensure residents do not lose the ability to perform activities of daily living unless there is a medical reason.,D,"Deficient, Provider has date of correction",2018-12-27,2,Y,N,N,"134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704",2022-01-01
335681,EAST NECK NURSING & REHABILITATION CENTER,134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704,2018-10-29,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2018-12-27,2,Y,N,N,"134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704",2022-01-01
335681,EAST NECK NURSING & REHABILITATION CENTER,134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704,2018-10-29,Health,F,Quality of Life and Care Deficiencies,0692,Provide enough food/fluids to maintain a resident's health.,D,"Deficient, Provider has date of correction",2018-12-27,2,Y,N,N,"134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704",2022-01-01
335681,EAST NECK NURSING & REHABILITATION CENTER,134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704,2018-10-29,Health,F,Quality of Life and Care Deficiencies,0698,"Provide safe, appropriate dialysis care/services for a resident who requires such services.",D,"Deficient, Provider has date of correction",2018-12-27,2,Y,N,N,"134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704",2022-01-01
335681,EAST NECK NURSING & REHABILITATION CENTER,134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704,2018-10-29,Health,F,Pharmacy Service Deficiencies,0758,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is necessary and PRN use is limited.",D,"Deficient, Provider has date of correction",2018-12-27,2,Y,N,N,"134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704",2022-01-01
335681,EAST NECK NURSING & REHABILITATION CENTER,134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704,2017-06-01,Health,F,Quality of Life and Care Deficiencies,0312,"Assist those residents who need help with eating/drinking, grooming and personal and oral hygiene.",D,"Deficient, Provider has date of correction",2017-07-23,3,Y,N,N,"134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704",2022-01-01
335690,WHITE OAKS REHABILITATION AND NURSING CENTER,8565 JERICHO TURNPIKE,WOODBURY,NY,11797,2019-09-20,Health,F,Resident Assessment and Care Planning Deficiencies,0657,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",D,"Deficient, Provider has date of correction",2019-11-21,1,Y,N,N,"8565 JERICHO TURNPIKE,WOODBURY,NY,11797",2022-01-01
335690,WHITE OAKS REHABILITATION AND NURSING CENTER,8565 JERICHO TURNPIKE,WOODBURY,NY,11797,2019-09-20,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2019-11-21,1,Y,N,N,"8565 JERICHO TURNPIKE,WOODBURY,NY,11797",2022-01-01
335690,WHITE OAKS REHABILITATION AND NURSING CENTER,8565 JERICHO TURNPIKE,WOODBURY,NY,11797,2019-09-20,Health,F,Quality of Life and Care Deficiencies,0745,Provide medically-related social services to help each resident achieve the highest possible quality of life.,D,"Deficient, Provider has date of correction",2019-11-21,1,Y,N,N,"8565 JERICHO TURNPIKE,WOODBURY,NY,11797",2022-01-01
335690,WHITE OAKS REHABILITATION AND NURSING CENTER,8565 JERICHO TURNPIKE,WOODBURY,NY,11797,2019-09-20,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2019-11-21,1,Y,N,N,"8565 JERICHO TURNPIKE,WOODBURY,NY,11797",2022-01-01
335690,WHITE OAKS REHABILITATION AND NURSING CENTER,8565 JERICHO TURNPIKE,WOODBURY,NY,11797,2017-02-01,Health,F,Resident Rights Deficiencies,0241,Provide care for residents in a way that maintains or improves their dignity and respect in full recognition of their individuality.,D,"Deficient, Provider has date of correction",2017-04-02,3,Y,N,N,"8565 JERICHO TURNPIKE,WOODBURY,NY,11797",2022-01-01
335690,WHITE OAKS REHABILITATION AND NURSING CENTER,8565 JERICHO TURNPIKE,WOODBURY,NY,11797,2017-02-01,Health,F,Resident Rights Deficiencies,0246,Reasonably accommodate the needs and preferences of each resident.,D,"Deficient, Provider has date of correction",2017-04-02,3,Y,N,N,"8565 JERICHO TURNPIKE,WOODBURY,NY,11797",2022-01-01
335690,WHITE OAKS REHABILITATION AND NURSING CENTER,8565 JERICHO TURNPIKE,WOODBURY,NY,11797,2017-02-01,Health,F,Environmental Deficiencies,0253,Provide housekeeping and maintenance services.,E,"Deficient, Provider has date of correction",2017-04-02,3,Y,N,N,"8565 JERICHO TURNPIKE,WOODBURY,NY,11797",2022-01-01
335690,WHITE OAKS REHABILITATION AND NURSING CENTER,8565 JERICHO TURNPIKE,WOODBURY,NY,11797,2017-02-01,Health,F,Resident Assessment and Care Planning Deficiencies,0280,Allow residents the right to participate in the planning or revision of care and treatment.,D,"Deficient, Provider has date of correction",2017-04-02,3,Y,N,N,"8565 JERICHO TURNPIKE,WOODBURY,NY,11797",2022-01-01
335690,WHITE OAKS REHABILITATION AND NURSING CENTER,8565 JERICHO TURNPIKE,WOODBURY,NY,11797,2017-02-01,Health,F,Quality of Life and Care Deficiencies,0282,Provide care by qualified persons according to each resident's written plan of care.,D,"Deficient, Provider has date of correction",2017-04-02,3,Y,N,N,"8565 JERICHO TURNPIKE,WOODBURY,NY,11797",2022-01-01
335690,WHITE OAKS REHABILITATION AND NURSING CENTER,8565 JERICHO TURNPIKE,WOODBURY,NY,11797,2017-02-01,Health,F,Quality of Life and Care Deficiencies,0314,Give residents proper treatment to prevent new bed (pressure) sores or heal existing bed sores.,D,"Deficient, Provider has date of correction",2017-04-02,3,Y,N,N,"8565 JERICHO TURNPIKE,WOODBURY,NY,11797",2022-01-01
335690,WHITE OAKS REHABILITATION AND NURSING CENTER,8565 JERICHO TURNPIKE,WOODBURY,NY,11797,2017-02-01,Health,F,Nutrition and Dietary Deficiencies,0373,Make sure that paid feeding assistants 1) completed training; 2) work under the supervision of a RN or LPN; and 3) feed only residents who have no complicated feeding problems.,D,"Deficient, Provider has date of correction",2017-04-02,3,Y,N,N,"8565 JERICHO TURNPIKE,WOODBURY,NY,11797",2022-01-01
335690,WHITE OAKS REHABILITATION AND NURSING CENTER,8565 JERICHO TURNPIKE,WOODBURY,NY,11797,2017-02-01,Health,F,Quality of Life and Care Deficiencies,0412,Provide or obtain dental services for each resident.,D,"Deficient, Provider has date of correction",2017-04-02,3,Y,N,N,"8565 JERICHO TURNPIKE,WOODBURY,NY,11797",2022-01-01
335690,WHITE OAKS REHABILITATION AND NURSING CENTER,8565 JERICHO TURNPIKE,WOODBURY,NY,11797,2017-02-01,Health,F,Environmental Deficiencies,0441,"Have a program that investigates, controls and keeps infection from spreading.",D,"Deficient, Provider has date of correction",2017-04-02,3,Y,N,N,"8565 JERICHO TURNPIKE,WOODBURY,NY,11797",2022-01-01
335690,WHITE OAKS REHABILITATION AND NURSING CENTER,8565 JERICHO TURNPIKE,WOODBURY,NY,11797,2017-02-01,Health,F,Environmental Deficiencies,0456,Keep all essential equipment working safely.,D,"Deficient, Provider has date of correction",2017-04-02,3,Y,N,N,"8565 JERICHO TURNPIKE,WOODBURY,NY,11797",2022-01-01
335694,BROOKHAVEN HEALTH CARE FACILITY L L C,801 GAZZOLA BLVD,EAST PATCHOGUE,NY,11772,2021-08-30,Health,F,Resident Rights Deficiencies,0554,Allow residents to self-administer drugs if determined clinically appropriate.,D,"Deficient, Provider has date of correction",2021-10-15,1,Y,N,N,"801 GAZZOLA BLVD,EAST PATCHOGUE,NY,11772",2022-01-01
335694,BROOKHAVEN HEALTH CARE FACILITY L L C,801 GAZZOLA BLVD,EAST PATCHOGUE,NY,11772,2021-08-30,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2021-10-15,1,Y,N,N,"801 GAZZOLA BLVD,EAST PATCHOGUE,NY,11772",2022-01-01
335694,BROOKHAVEN HEALTH CARE FACILITY L L C,801 GAZZOLA BLVD,EAST PATCHOGUE,NY,11772,2021-08-30,Health,F,Quality of Life and Care Deficiencies,0676,Ensure residents do not lose the ability to perform activities of daily living unless there is a medical reason.,D,"Deficient, Provider has date of correction",2021-10-15,1,Y,N,N,"801 GAZZOLA BLVD,EAST PATCHOGUE,NY,11772",2022-01-01
335694,BROOKHAVEN HEALTH CARE FACILITY L L C,801 GAZZOLA BLVD,EAST PATCHOGUE,NY,11772,2021-08-30,Health,F,Pharmacy Service Deficiencies,0760,Ensure that residents are free from significant medication errors.,D,"Deficient, Provider has date of correction",2021-10-15,1,Y,N,N,"801 GAZZOLA BLVD,EAST PATCHOGUE,NY,11772",2022-01-01
335694,BROOKHAVEN HEALTH CARE FACILITY L L C,801 GAZZOLA BLVD,EAST PATCHOGUE,NY,11772,2020-11-16,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2021-01-06,2,N,N,Y,"801 GAZZOLA BLVD,EAST PATCHOGUE,NY,11772",2022-01-01
335694,BROOKHAVEN HEALTH CARE FACILITY L L C,801 GAZZOLA BLVD,EAST PATCHOGUE,NY,11772,2018-03-28,Health,F,Resident Assessment and Care Planning Deficiencies,0641,Ensure each resident receives an accurate assessment.,D,"Deficient, Provider has date of correction",2018-05-18,3,Y,N,N,"801 GAZZOLA BLVD,EAST PATCHOGUE,NY,11772",2022-01-01
335694,BROOKHAVEN HEALTH CARE FACILITY L L C,801 GAZZOLA BLVD,EAST PATCHOGUE,NY,11772,2018-03-28,Health,F,Pharmacy Service Deficiencies,0758,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is necessary and PRN use is limited.",D,"Deficient, Provider has date of correction",2018-05-18,3,Y,N,N,"801 GAZZOLA BLVD,EAST PATCHOGUE,NY,11772",2022-01-01
335696,GURWIN JEWISH NURSING AND REHABILITATION CENTER,68 HAUPPAUGE ROAD,COMMACK,NY,11725,2021-02-24,Health,F,Infection Control Deficiencies,0886,Perform COVID19 testing on residents and staff.,D,"Deficient, Provider has date of correction",2021-04-19,1,N,N,Y,"68 HAUPPAUGE ROAD,COMMACK,NY,11725",2022-01-01
335696,GURWIN JEWISH NURSING AND REHABILITATION CENTER,68 HAUPPAUGE ROAD,COMMACK,NY,11725,2019-12-09,Health,F,Resident Assessment and Care Planning Deficiencies,0657,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",D,"Deficient, Provider has date of correction",2020-01-31,1,Y,N,N,"68 HAUPPAUGE ROAD,COMMACK,NY,11725",2022-01-01
335696,GURWIN JEWISH NURSING AND REHABILITATION CENTER,68 HAUPPAUGE ROAD,COMMACK,NY,11725,2018-08-24,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2018-10-02,2,Y,N,N,"68 HAUPPAUGE ROAD,COMMACK,NY,11725",2022-01-01
335696,GURWIN JEWISH NURSING AND REHABILITATION CENTER,68 HAUPPAUGE ROAD,COMMACK,NY,11725,2018-08-24,Health,F,Resident Assessment and Care Planning Deficiencies,0657,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",D,"Deficient, Provider has date of correction",2018-10-02,2,Y,N,N,"68 HAUPPAUGE ROAD,COMMACK,NY,11725",2022-01-01
335696,GURWIN JEWISH NURSING AND REHABILITATION CENTER,68 HAUPPAUGE ROAD,COMMACK,NY,11725,2018-08-24,Health,F,Pharmacy Service Deficiencies,0758,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is necessary and PRN use is limited.",D,"Deficient, Provider has date of correction",2018-10-02,2,Y,N,N,"68 HAUPPAUGE ROAD,COMMACK,NY,11725",2022-01-01
335696,GURWIN JEWISH NURSING AND REHABILITATION CENTER,68 HAUPPAUGE ROAD,COMMACK,NY,11725,2018-08-24,Health,F,Pharmacy Service Deficiencies,0761,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",E,"Deficient, Provider has date of correction",2018-10-02,2,Y,N,N,"68 HAUPPAUGE ROAD,COMMACK,NY,11725",2022-01-01
335696,GURWIN JEWISH NURSING AND REHABILITATION CENTER,68 HAUPPAUGE ROAD,COMMACK,NY,11725,2018-08-24,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2018-10-02,2,Y,N,N,"68 HAUPPAUGE ROAD,COMMACK,NY,11725",2022-01-01
335696,GURWIN JEWISH NURSING AND REHABILITATION CENTER,68 HAUPPAUGE ROAD,COMMACK,NY,11725,2017-03-29,Health,F,Quality of Life and Care Deficiencies,0282,Provide care by qualified persons according to each resident's written plan of care.,D,"Deficient, Provider has date of correction",2017-05-17,3,Y,N,N,"68 HAUPPAUGE ROAD,COMMACK,NY,11725",2022-01-01
335696,GURWIN JEWISH NURSING AND REHABILITATION CENTER,68 HAUPPAUGE ROAD,COMMACK,NY,11725,2017-03-29,Health,F,Quality of Life and Care Deficiencies,0309,Provide necessary care and services to maintain or improve the highest well being of each resident .,D,"Deficient, Provider has date of correction",2017-05-17,3,Y,N,N,"68 HAUPPAUGE ROAD,COMMACK,NY,11725",2022-01-01
335739,LUXOR NURSING AND REHABILITATION AT MILLS POND,273 MORICHES ROAD,ST JAMES,NY,11780,2021-05-13,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2021-07-10,1,Y,N,N,"273 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335739,LUXOR NURSING AND REHABILITATION AT MILLS POND,273 MORICHES ROAD,ST JAMES,NY,11780,2021-05-13,Health,F,Resident Assessment and Care Planning Deficiencies,0657,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",D,"Deficient, Provider has date of correction",2021-07-10,1,Y,N,N,"273 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335739,LUXOR NURSING AND REHABILITATION AT MILLS POND,273 MORICHES ROAD,ST JAMES,NY,11780,2021-05-13,Health,F,Pharmacy Service Deficiencies,0756,"Ensure a licensed pharmacist perform a monthly drug regimen review, including the medical chart, following irregularity reporting guidelines in developed policies and procedures.",D,"Deficient, Provider has date of correction",2021-07-10,1,Y,N,N,"273 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335739,LUXOR NURSING AND REHABILITATION AT MILLS POND,273 MORICHES ROAD,ST JAMES,NY,11780,2021-05-13,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2021-07-10,1,Y,N,N,"273 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335739,LUXOR NURSING AND REHABILITATION AT MILLS POND,273 MORICHES ROAD,ST JAMES,NY,11780,2019-02-15,Health,F,Pharmacy Service Deficiencies,0758,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is necessary and PRN use is limited.",D,"Deficient, Provider has date of correction",2019-03-31,2,Y,N,N,"273 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335739,LUXOR NURSING AND REHABILITATION AT MILLS POND,273 MORICHES ROAD,ST JAMES,NY,11780,2017-08-04,Health,F,Resident Assessment and Care Planning Deficiencies,0273,Assess in a timely manner the resident when the resident enters the nursing home.,D,"Deficient, Provider has date of correction",2017-09-29,3,Y,N,N,"273 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335739,LUXOR NURSING AND REHABILITATION AT MILLS POND,273 MORICHES ROAD,ST JAMES,NY,11780,2017-08-04,Health,F,Pharmacy Service Deficiencies,0329,Ensure that each resident's 1) entire drug/medication regimen is free from unnecessary drugs; and 2) is managed and monitored to achieve highest level of well-being.,D,"Deficient, Provider has date of correction",2017-09-29,3,Y,N,N,"273 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335739,LUXOR NURSING AND REHABILITATION AT MILLS POND,273 MORICHES ROAD,ST JAMES,NY,11780,2017-08-04,Health,F,Administration Deficiencies,0514,"Keep accurate, complete and organized clinical records on each resident that meet professional standards.",D,"Deficient, Provider has date of correction",2017-09-29,3,Y,N,N,"273 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335755,BELLHAVEN CENTER FOR REHAB AND NURSING CARE,110 BEAVER DAM ROAD,BROOKHAVEN,NY,11719,2021-10-19,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2021-11-30,1,N,N,Y,"110 BEAVER DAM ROAD,BROOKHAVEN,NY,11719",2022-01-01
335755,BELLHAVEN CENTER FOR REHAB AND NURSING CARE,110 BEAVER DAM ROAD,BROOKHAVEN,NY,11719,2021-06-21,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0609,"Timely report suspected abuse, neglect, or theft and report the results of the investigation to proper authorities.",D,"Deficient, Provider has date of correction",2021-08-20,1,Y,N,N,"110 BEAVER DAM ROAD,BROOKHAVEN,NY,11719",2022-01-01
335755,BELLHAVEN CENTER FOR REHAB AND NURSING CARE,110 BEAVER DAM ROAD,BROOKHAVEN,NY,11719,2021-06-21,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0610,Respond appropriately to all alleged violations.,D,"Deficient, Provider has date of correction",2021-08-20,1,Y,N,N,"110 BEAVER DAM ROAD,BROOKHAVEN,NY,11719",2022-01-01
335755,BELLHAVEN CENTER FOR REHAB AND NURSING CARE,110 BEAVER DAM ROAD,BROOKHAVEN,NY,11719,2021-06-21,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2021-08-20,1,Y,N,N,"110 BEAVER DAM ROAD,BROOKHAVEN,NY,11719",2022-01-01
335755,BELLHAVEN CENTER FOR REHAB AND NURSING CARE,110 BEAVER DAM ROAD,BROOKHAVEN,NY,11719,2021-06-21,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2021-08-20,1,Y,N,N,"110 BEAVER DAM ROAD,BROOKHAVEN,NY,11719",2022-01-01
335755,BELLHAVEN CENTER FOR REHAB AND NURSING CARE,110 BEAVER DAM ROAD,BROOKHAVEN,NY,11719,2021-06-21,Health,F,Nursing and Physician Services Deficiencies,0725,Provide enough nursing staff every day to meet the needs of every resident; and have a licensed nurse in charge on each shift.,E,"Deficient, Provider has date of correction",2021-08-20,1,Y,Y,N,"110 BEAVER DAM ROAD,BROOKHAVEN,NY,11719",2022-01-01
335755,BELLHAVEN CENTER FOR REHAB AND NURSING CARE,110 BEAVER DAM ROAD,BROOKHAVEN,NY,11719,2019-02-27,Health,F,Quality of Life and Care Deficiencies,0697,"Provide safe, appropriate pain management for a resident who requires such services.",D,"Deficient, Provider has date of correction",2019-04-27,2,Y,N,N,"110 BEAVER DAM ROAD,BROOKHAVEN,NY,11719",2022-01-01
335755,BELLHAVEN CENTER FOR REHAB AND NURSING CARE,110 BEAVER DAM ROAD,BROOKHAVEN,NY,11719,2019-02-27,Health,F,Pharmacy Service Deficiencies,0756,"Ensure a licensed pharmacist perform a monthly drug regimen review, including the medical chart, following irregularity reporting guidelines in developed policies and procedures.",D,"Deficient, Provider has date of correction",2019-04-27,2,Y,N,N,"110 BEAVER DAM ROAD,BROOKHAVEN,NY,11719",2022-01-01
335755,BELLHAVEN CENTER FOR REHAB AND NURSING CARE,110 BEAVER DAM ROAD,BROOKHAVEN,NY,11719,2019-02-27,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,B,"Deficient, Provider has date of correction",2019-04-27,2,Y,N,N,"110 BEAVER DAM ROAD,BROOKHAVEN,NY,11719",2022-01-01
335755,BELLHAVEN CENTER FOR REHAB AND NURSING CARE,110 BEAVER DAM ROAD,BROOKHAVEN,NY,11719,2017-08-25,Health,F,Resident Assessment and Care Planning Deficiencies,0279,"Develop a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2017-10-27,3,Y,N,N,"110 BEAVER DAM ROAD,BROOKHAVEN,NY,11719",2022-01-01
335755,BELLHAVEN CENTER FOR REHAB AND NURSING CARE,110 BEAVER DAM ROAD,BROOKHAVEN,NY,11719,2017-08-25,Health,F,Quality of Life and Care Deficiencies,0282,Provide care by qualified persons according to each resident's written plan of care.,D,"Deficient, Provider has date of correction",2017-10-27,3,Y,N,N,"110 BEAVER DAM ROAD,BROOKHAVEN,NY,11719",2022-01-01
335756,SMITHTOWN CENTER FOR REHABILITATION & NURSING CARE,391 NORTH COUNTRY ROAD,SMITHTOWN,NY,11787,2021-02-12,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2021-04-09,1,N,N,Y,"391 NORTH COUNTRY ROAD,SMITHTOWN,NY,11787",2022-01-01
335756,SMITHTOWN CENTER FOR REHABILITATION & NURSING CARE,391 NORTH COUNTRY ROAD,SMITHTOWN,NY,11787,2019-08-02,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,D,"Deficient, Provider has date of correction",2019-09-30,1,Y,N,N,"391 NORTH COUNTRY ROAD,SMITHTOWN,NY,11787",2022-01-01
335756,SMITHTOWN CENTER FOR REHABILITATION & NURSING CARE,391 NORTH COUNTRY ROAD,SMITHTOWN,NY,11787,2018-02-28,Health,F,Resident Assessment and Care Planning Deficiencies,0636,"Assess the resident completely in a timely manner  when first admitted, and then periodically, at least every 12 months.",D,"Deficient, Provider has date of correction",2018-04-29,2,Y,N,N,"391 NORTH COUNTRY ROAD,SMITHTOWN,NY,11787",2022-01-01
335756,SMITHTOWN CENTER FOR REHABILITATION & NURSING CARE,391 NORTH COUNTRY ROAD,SMITHTOWN,NY,11787,2018-02-28,Health,F,Pharmacy Service Deficiencies,0757,Ensure each resident’s drug regimen must be free from unnecessary drugs.,D,"Deficient, Provider has date of correction",2018-04-29,2,Y,N,N,"391 NORTH COUNTRY ROAD,SMITHTOWN,NY,11787",2022-01-01
335756,SMITHTOWN CENTER FOR REHABILITATION & NURSING CARE,391 NORTH COUNTRY ROAD,SMITHTOWN,NY,11787,2018-02-28,Health,F,Nutrition and Dietary Deficiencies,0808,"Ensure therapeutic diets are prescribed by the attending physician and may be delegated to a registered or licensed dietitian, to the extent allowed by State law.",D,"Deficient, Provider has date of correction",2018-04-29,2,Y,N,N,"391 NORTH COUNTRY ROAD,SMITHTOWN,NY,11787",2022-01-01
335756,SMITHTOWN CENTER FOR REHABILITATION & NURSING CARE,391 NORTH COUNTRY ROAD,SMITHTOWN,NY,11787,2018-02-28,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,D,"Deficient, Provider has date of correction",2018-04-29,2,Y,N,N,"391 NORTH COUNTRY ROAD,SMITHTOWN,NY,11787",2022-01-01
335758,LONG ISLAND STATE VETERANS HOME,100 PATRIOTS ROAD,STONYBROOK,NY,11790,2021-07-01,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2021-08-25,1,Y,N,N,"100 PATRIOTS ROAD,STONYBROOK,NY,11790",2022-01-01
335758,LONG ISLAND STATE VETERANS HOME,100 PATRIOTS ROAD,STONYBROOK,NY,11790,2021-07-01,Health,F,Resident Assessment and Care Planning Deficiencies,0657,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",D,"Deficient, Provider has date of correction",2021-08-25,1,Y,N,N,"100 PATRIOTS ROAD,STONYBROOK,NY,11790",2022-01-01
335758,LONG ISLAND STATE VETERANS HOME,100 PATRIOTS ROAD,STONYBROOK,NY,11790,2021-07-01,Health,F,Pharmacy Service Deficiencies,0761,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",D,"Deficient, Provider has date of correction",2021-08-25,1,Y,N,N,"100 PATRIOTS ROAD,STONYBROOK,NY,11790",2022-01-01
335758,LONG ISLAND STATE VETERANS HOME,100 PATRIOTS ROAD,STONYBROOK,NY,11790,2021-07-01,Health,F,Nutrition and Dietary Deficiencies,0814,Dispose of garbage and refuse properly.,D,"Deficient, Provider has date of correction",2021-08-25,1,Y,N,N,"100 PATRIOTS ROAD,STONYBROOK,NY,11790",2022-01-01
335758,LONG ISLAND STATE VETERANS HOME,100 PATRIOTS ROAD,STONYBROOK,NY,11790,2021-07-01,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0600,"Protect each resident from all types of abuse such as physical, mental, sexual abuse, physical punishment, and neglect by anybody.",G,"Deficient, Provider has date of correction",2021-08-25,1,Y,Y,N,"100 PATRIOTS ROAD,STONYBROOK,NY,11790",2022-01-01
335758,LONG ISLAND STATE VETERANS HOME,100 PATRIOTS ROAD,STONYBROOK,NY,11790,2021-07-01,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0609,"Timely report suspected abuse, neglect, or theft and report the results of the investigation to proper authorities.",D,"Deficient, Provider has date of correction",2021-08-25,1,Y,Y,N,"100 PATRIOTS ROAD,STONYBROOK,NY,11790",2022-01-01
335758,LONG ISLAND STATE VETERANS HOME,100 PATRIOTS ROAD,STONYBROOK,NY,11790,2021-07-01,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0610,Respond appropriately to all alleged violations.,D,"Deficient, Provider has date of correction",2021-08-25,1,Y,Y,N,"100 PATRIOTS ROAD,STONYBROOK,NY,11790",2022-01-01
335758,LONG ISLAND STATE VETERANS HOME,100 PATRIOTS ROAD,STONYBROOK,NY,11790,2020-11-24,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2021-01-08,2,N,N,Y,"100 PATRIOTS ROAD,STONYBROOK,NY,11790",2022-01-01
